Name = S4083 (8%)
Mach = 0; Re = 100000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-25.0	-0.096	0.26514	-0.040	0.990	0.005	0.994	0.022	-0.361	0.250	-0.173
-24.0	-0.104	0.25171	-0.040	0.990	0.005	0.993	0.022	-0.413	0.267	-0.138
-23.0	-0.113	0.23098	-0.040	0.990	0.004	0.994	0.021	-0.490	0.250	-0.105
-22.0	-0.124	0.21796	-0.040	0.990	0.004	0.994	0.021	-0.567	0.264	-0.077
-21.0	-0.135	0.19724	-0.040	0.990	0.004	0.994	0.020	-0.685	0.269	-0.045
-20.0	-0.148	0.18218	-0.040	0.990	0.004	0.993	0.020	-0.812	0.269	-0.020
-19.0	-0.162	0.16740	-0.039	0.990	0.004	0.993	0.018	-0.968	0.279	0.007
-18.0	-0.178	0.15640	-0.039	0.990	0.004	0.994	0.017	-1.136	0.279	0.030
-17.0	-0.195	0.14204	-0.038	0.989	0.004	0.993	0.016	-1.370	0.305	0.053
-16.0	-0.213	0.13890	-0.037	0.989	0.004	0.992	0.013	-1.531	0.291	0.075
-15.0	-0.231	0.12561	-0.037	0.989	0.003	0.992	0.013	-1.842	0.270	0.091
-14.0	-0.250	0.10875	-0.036	0.989	0.003	0.992	0.012	-2.300	0.285	0.105
-13.0	-0.268	0.09659	-0.036	0.988	0.003	0.992	0.010	-2.770	0.278	0.117
-12.0	-0.282	0.08694	-0.035	0.988	0.003	0.992	0.010	-3.242	0.257	0.124
-11.0	-0.290	0.07558	-0.035	0.988	0.003	0.991	0.010	-3.843	0.317	0.128
-10.0	-0.290	0.06787	-0.035	0.988	0.003	0.991	0.009	-4.275	0.178	0.130
-9.0	-0.278	0.05908	-0.034	0.987	0.003	0.991	0.008	-4.698	0.222	0.126
-8.0	-0.250	0.05235	-0.034	0.986	0.003	0.991	0.008	-4.769	0.213	0.115
-7.0	-0.205	0.04987	-0.032	0.986	0.002	0.990	0.006	-4.106	0.220	0.095
-6.0	-0.143	0.04300	-0.031	0.986	0.002	0.990	0.004	-3.334	0.237	0.037
-5.0	-0.068	0.03722	-0.030	0.983	0.002	0.990	0.004	-1.824	0.254	-0.193
-4.0	0.018	0.03327	-0.031	0.979	0.002	0.990	0.005	0.538	0.547	1.993
-3.0	0.137	0.00676	-0.091	0.950	0.003	0.994	0.999	20.242	0.504	0.914
-2.0	0.255	0.00888	-0.091	0.520	0.005	1.000	0.999	28.679	0.252	0.608
-1.0	0.373	0.00755	-0.091	0.418	0.583	1.000	0.999	49.379	0.252	0.495
-0.0	0.489	0.00794	-0.092	0.362	0.639	1.000	0.999	61.542	0.252	0.438
1.0	0.604	0.00760	-0.092	0.329	0.984	1.000	0.996	79.553	0.252	0.402
2.0	0.720	0.00808	-0.092	0.305	0.986	1.000	0.996	89.080	0.252	0.378
3.0	0.834	0.00863	-0.092	0.283	0.988	1.000	0.996	96.648	0.252	0.361
4.0	0.947	0.00798	-0.093	0.249	0.990	1.000	0.996	118.743	0.252	0.348
5.0	1.058	0.00859	-0.093	0.223	0.992	0.997	0.996	123.199	0.252	0.338
6.0	1.155	0.00944	-0.093	0.187	0.993	0.997	0.996	122.340	0.252	0.330
7.0	1.233	0.01349	-0.093	0.001	0.993	0.994	0.996	91.351	0.253	0.325
8.0	1.284	0.01413	-0.093	0.001	0.994	0.991	0.996	90.883	0.603	0.323
9.0	1.045	0.05565	-0.027	0.001	0.994	0.002	0.997	18.783	0.319	0.276
10.0	1.278	0.02091	-0.093	0.001	0.994	0.946	0.998	61.105	0.679	0.323
11.0	1.192	0.02586	-0.090	0.001	0.995	0.789	0.998	46.086	0.289	0.325
12.0	1.074	0.03710	-0.085	0.001	0.995	0.589	0.998	28.954	0.293	0.329
13.0	0.954	0.05420	-0.079	0.001	0.995	0.419	0.998	17.594	0.353	0.333
14.0	0.797	0.10070	-0.056	0.001	0.996	0.074	0.998	7.915	0.383	0.320
15.0	0.706	0.11833	-0.046	0.001	0.996	0.028	0.999	5.965	0.326	0.316
16.0	0.625	0.13398	-0.043	0.001	0.996	0.019	0.999	4.668	0.272	0.319
17.0	0.552	0.14827	-0.043	0.001	0.996	0.019	0.999	3.726	0.273	0.328
18.0	0.486	0.16574	-0.040	0.001	0.997	0.013	0.999	2.932	0.276	0.332
19.0	0.428	0.18375	-0.040	0.001	0.997	0.012	0.999	2.328	0.249	0.343
20.0	0.377	0.20291	-0.040	0.001	0.998	0.013	0.999	1.858	0.231	0.356
21.0	0.333	0.22209	-0.041	0.001	0.998	0.015	0.999	1.500	0.223	0.374
22.0	0.295	0.24264	-0.042	0.001	0.998	0.017	0.998	1.215	0.219	0.394
23.0	0.262	0.26467	-0.044	0.001	0.999	0.019	0.999	0.990	0.238	0.417
24.0	0.233	0.28460	-0.043	0.002	0.998	0.018	0.998	0.820	0.242	0.435
25.0	0.209	0.30819	-0.044	0.001	0.998	0.020	0.998	0.677	0.219	0.461
26.0	0.187	0.33643	-0.045	0.001	0.998	0.021	0.998	0.557	0.251	0.488
27.0	0.169	0.35395	-0.044	0.002	0.999	0.020	0.999	0.476	0.251	0.511
28.0	0.152	0.38798	-0.045	0.002	0.999	0.021	0.999	0.393	0.219	0.542
29.0	0.138	0.41271	-0.045	0.002	0.999	0.021	0.999	0.335	0.241	0.575
30.0	0.126	0.43663	-0.045	0.002	0.999	0.021	0.999	0.288	0.252	0.606
31.0	0.115	0.46425	-0.045	0.002	0.999	0.021	0.999	0.247	0.233	0.641
32.0	0.105	0.49468	-0.045	0.002	0.999	0.021	0.999	0.213	0.216	0.679
33.0	0.097	0.52537	-0.046	0.002	0.999	0.022	0.999	0.184	0.203	0.721
34.0	0.089	0.55554	-0.046	0.002	0.999	0.023	0.999	0.160	0.181	0.765
35.0	0.082	0.58964	-0.047	0.002	0.999	0.025	0.999	0.140	0.156	0.815
36.0	0.076	0.61663	-0.047	0.002	0.999	0.026	0.999	0.124	0.202	0.867
37.0	0.071	0.63484	-0.047	0.002	0.999	0.026	0.999	0.112	0.200	0.915
38.0	0.066	0.67669	-0.048	0.002	0.998	0.028	0.998	0.097	0.158	0.971
39.0	0.062	0.71309	-0.048	0.002	0.998	0.029	0.998	0.086	0.178	1.028
40.0	0.058	0.74486	-0.048	0.002	0.999	0.029	0.999	0.077	0.231	1.086
41.0	0.054	0.77240	-0.048	0.002	0.999	0.029	0.999	0.070	0.264	1.140
42.0	0.051	0.79285	-0.048	0.002	0.999	0.029	0.999	0.064	0.196	1.197
43.0	0.048	0.82932	-0.048	0.002	0.998	0.030	0.998	0.058	0.172	1.262
44.0	0.045	0.86191	-0.049	0.002	0.999	0.030	0.999	0.052	1.346	1.326
45.0	0.043	0.89742	-0.043	0.002	0.524	0.031	0.525	0.048	1.493	1.252
46.0	0.040	0.92624	-0.043	0.002	0.524	0.030	0.525	0.044	0.254	1.306
47.0	0.038	0.97272	-0.043	0.002	0.524	0.031	0.525	0.039	0.209	1.365
48.0	0.036	1.02637	-0.043	0.002	0.524	0.031	0.525	0.035	0.233	1.425
49.0	0.035	1.04635	-0.043	0.002	0.524	0.031	0.525	0.033	0.261	1.484
50.0	0.033	1.06889	-0.043	0.002	0.524	0.031	0.525	0.031	0.295	1.543
51.0	0.032	1.09134	-0.043	0.003	0.524	0.031	0.525	0.029	0.268	1.600
52.0	0.030	1.15672	-0.043	0.003	0.524	0.031	0.525	0.026	0.237	1.663
53.0	0.029	1.18239	-0.043	0.003	0.524	0.031	0.525	0.024	0.277	1.724
54.0	0.028	1.20993	-0.043	0.003	0.524	0.031	0.525	0.023	0.282	1.785
55.0	0.027	1.23915	-0.043	0.003	0.524	0.031	0.525	0.022	0.289	1.846
56.0	0.026	1.26991	-0.043	0.003	0.524	0.031	0.524	0.020	0.246	1.907
57.0	0.025	1.31694	-0.043	0.003	0.524	0.031	0.525	0.019	0.145	1.971
58.0	0.024	1.35115	-0.043	0.002	0.524	0.032	0.525	0.018	0.145	2.039
59.0	0.023	1.38935	-0.043	0.002	0.524	0.032	0.525	0.017	0.201	2.104
60.0	0.022	1.43415	-0.043	0.002	0.524	0.033	0.525	0.016	0.263	2.168
61.0	0.022	1.41620	-0.043	0.002	0.524	0.033	0.525	0.015	0.269	2.227
62.0	0.021	1.46868	-0.043	0.002	0.524	0.033	0.525	0.014	0.105	2.290
63.0	0.020	1.45753	-0.043	0.002	0.524	0.033	0.538	0.014	-0.120	2.359
64.0	0.020	1.50422	-0.043	0.002	0.524	0.033	0.554	0.013	-0.214	2.433
65.0	0.019	1.54176	-0.043	0.002	0.524	0.034	0.569	0.012	-0.097	2.513
66.0	0.019	1.53787	-0.044	0.002	0.524	0.034	0.583	0.012	-0.067	2.588
67.0	0.018	1.58291	-0.044	0.002	0.524	0.034	0.595	0.011	-0.020	2.666
68.0	0.018	1.58328	-0.044	0.002	0.524	0.034	0.606	0.011	0.015	2.736
69.0	0.017	1.63593	-0.044	0.002	0.524	0.034	0.615	0.011	0.047	2.810
70.0	0.017	1.64002	-0.044	0.002	0.525	0.034	0.623	0.010	0.207	2.876
71.0	0.016	1.65233	-0.044	0.002	0.526	0.034	0.629	0.010	0.249	2.940
72.0	0.016	1.66071	-0.044	0.002	0.528	0.034	0.635	0.010	0.265	3.001
73.0	0.016	1.67087	-0.044	0.002	0.529	0.034	0.641	0.009	0.267	3.060
74.0	0.015	1.68268	-0.044	0.002	0.531	0.034	0.647	0.009	0.268	3.118
75.0	0.015	1.69610	-0.044	0.002	0.532	0.034	0.654	0.009	0.279	3.174
76.0	0.015	1.72051	-0.044	0.002	0.533	0.034	0.660	0.009	0.281	3.228
77.0	0.015	1.73700	-0.044	0.002	0.535	0.034	0.667	0.008	0.294	3.280
78.0	0.014	1.75526	-0.044	0.002	0.536	0.034	0.673	0.008	0.319	3.329
79.0	0.014	1.77550	-0.044	0.002	0.537	0.034	0.679	0.008	0.549	3.376
80.0	0.014	1.74988	-0.044	0.002	0.538	0.034	0.685	0.008	0.586	3.413
81.0	0.014	1.77131	-0.044	0.002	0.539	0.034	0.692	0.008	0.360	3.455
82.0	0.014	1.79509	-0.044	0.002	0.540	0.034	0.698	0.008	0.631	3.493
83.0	0.013	1.76038	-0.044	0.002	0.542	0.034	0.705	0.008	0.682	3.523
84.0	0.013	1.79861	-0.044	0.001	0.542	0.034	0.712	0.007	0.760	3.556
85.0	0.013	1.76567	-0.044	0.001	0.544	0.033	0.719	0.007	0.831	3.579
86.0	0.013	1.79245	-0.044	0.001	0.545	0.033	0.725	0.007	0.917	3.606
87.0	0.013	1.75796	-0.043	0.001	0.546	0.033	0.732	0.007	0.994	3.623
88.0	0.013	1.78543	-0.043	0.001	0.547	0.033	0.739	0.007	0.528	3.645
89.0	0.013	1.81246	-0.043	0.001	0.548	0.033	0.746	0.007	1.270	3.663
90.0	0.013	1.73983	-0.043	0.001	0.549	0.033	0.753	0.007	1.500	3.670
91.0	0.013	1.76184	-0.043	0.001	0.550	0.033	0.760	0.007	0.862	3.682
92.0	0.013	1.78780	-0.043	0.001	0.551	0.033	0.767	0.007	2.511	3.690
93.0	0.013	1.71937	-0.043	0.001	0.552	0.032	0.773	0.007	0.184	3.688
94.0	0.015	0.50956	-0.043	0.518	0.008	0.676	0.037	0.029	0.152	3.218
95.0	0.015	0.50488	-0.043	0.517	0.008	0.670	0.037	0.029	11.195	3.210
96.0	0.015	0.50115	-0.043	0.516	0.008	0.664	0.037	0.029	46.350	3.199
97.0	0.015	0.49850	-0.043	0.515	0.008	0.657	0.037	0.029	-19.374	3.186
98.0	0.015	0.49629	-0.042	0.514	0.008	0.651	0.037	0.029	-5.534	3.170
99.0	0.015	0.55407	-0.042	0.513	0.008	0.645	0.038	0.026	-3.395	3.158
100.0	0.015	0.55009	-0.042	0.512	0.008	0.639	0.038	0.027	-3.278	3.137
101.0	0.015	0.54687	-0.042	0.511	0.008	0.633	0.038	0.027	-2.570	3.114
102.0	0.015	0.54457	-0.042	0.510	0.008	0.626	0.038	0.027	-2.096	3.088
103.0	0.015	0.54284	-0.042	0.508	0.008	0.620	0.038	0.027	-1.676	3.059
104.0	0.015	0.54138	-0.041	0.507	0.008	0.613	0.038	0.028	-1.367	3.029
105.0	0.015	0.54038	-0.041	0.506	0.008	0.607	0.038	0.028	-1.127	2.996
106.0	0.015	0.53955	-0.041	0.504	0.008	0.601	0.038	0.028	-1.088	2.962
107.0	0.015	0.54086	-0.041	0.504	0.008	0.593	0.038	0.028	-1.126	2.924
108.0	0.015	0.54316	-0.041	0.504	0.008	0.584	0.038	0.028	-1.067	2.885
109.0	0.016	0.54651	-0.040	0.504	0.008	0.575	0.038	0.029	-1.056	2.843
110.0	0.016	0.53090	-0.040	0.504	0.007	0.564	0.038	0.030	-1.108	2.799
111.0	0.016	0.53708	-0.040	0.504	0.007	0.550	0.038	0.030	-1.156	2.753
112.0	0.016	0.54492	-0.040	0.504	0.007	0.536	0.038	0.030	-1.166	2.704
113.0	0.016	0.55421	-0.039	0.504	0.007	0.520	0.038	0.030	-1.107	2.653
114.0	0.017	0.56413	-0.039	0.504	0.007	0.504	0.038	0.029	-0.420	2.601
115.0	0.017	0.56192	-0.039	0.504	0.007	0.504	0.038	0.030	0.066	2.553
116.0	0.017	0.56105	-0.039	0.504	0.007	0.504	0.038	0.031	0.087	2.505
117.0	0.018	0.56022	-0.039	0.504	0.007	0.504	0.038	0.031	0.106	2.455
118.0	0.018	0.56062	-0.039	0.504	0.007	0.504	0.038	0.032	0.022	2.404
119.0	0.018	0.51282	-0.039	0.504	0.007	0.504	0.037	0.036	0.041	2.348
120.0	0.019	0.51363	-0.039	0.504	0.007	0.504	0.037	0.037	0.153	2.296
121.0	0.019	0.49359	-0.039	0.504	0.007	0.504	0.037	0.039	0.169	2.243
122.0	0.020	0.49445	-0.039	0.504	0.007	0.504	0.037	0.040	0.178	2.189
123.0	0.020	0.49716	-0.039	0.504	0.007	0.504	0.037	0.041	0.117	2.135
124.0	0.021	0.46062	-0.038	0.504	0.007	0.504	0.037	0.046	0.131	2.077
125.0	0.022	0.46529	-0.038	0.504	0.007	0.504	0.037	0.047	0.144	2.022
126.0	0.022	0.43453	-0.038	0.504	0.007	0.504	0.036	0.051	0.156	1.963
127.0	0.023	0.43989	-0.038	0.504	0.007	0.504	0.036	0.052	0.166	1.908
128.0	0.024	0.41402	-0.038	0.504	0.007	0.504	0.036	0.058	0.227	1.849
129.0	0.025	0.43191	-0.038	0.504	0.007	0.504	0.036	0.057	0.233	1.797
130.0	0.026	0.40649	-0.038	0.504	0.007	0.504	0.036	0.063	0.149	1.739
131.0	0.027	0.38575	-0.038	0.504	0.007	0.504	0.036	0.069	1.312	1.681
132.0	0.031	0.23759	-0.043	0.993	0.007	0.994	0.035	0.129	1.255	1.669
133.0	0.032	0.22782	-0.043	0.994	0.007	0.994	0.035	0.140	0.174	1.610
134.0	0.033	0.22053	-0.043	0.994	0.007	0.994	0.034	0.151	0.181	1.552
135.0	0.035	0.21977	-0.043	0.993	0.007	0.994	0.034	0.158	0.189	1.494
136.0	0.036	0.22020	-0.043	0.993	0.007	0.994	0.034	0.165	0.226	1.438
137.0	0.038	0.20687	-0.043	0.993	0.006	0.994	0.034	0.184	0.229	1.385
138.0	0.040	0.21013	-0.043	0.993	0.006	0.994	0.033	0.190	0.125	1.330
139.0	0.042	0.19210	-0.043	0.993	0.006	0.994	0.032	0.218	0.110	1.269
140.0	0.044	0.18649	-0.042	0.993	0.006	0.994	0.031	0.236	0.214	1.214
141.0	0.046	0.18638	-0.042	0.992	0.006	0.994	0.031	0.249	0.195	1.166
142.0	0.049	0.16947	-0.042	0.993	0.006	0.994	0.030	0.289	0.159	1.111
143.0	0.052	0.17374	-0.042	0.992	0.006	0.994	0.029	0.298	0.224	1.061
144.0	0.055	0.15736	-0.042	0.992	0.006	0.994	0.029	0.349	0.208	1.016
145.0	0.058	0.15254	-0.042	0.992	0.006	0.994	0.028	0.382	0.108	0.966
146.0	0.062	0.14357	-0.041	0.992	0.006	0.994	0.025	0.431	0.150	0.912
147.0	0.066	0.14074	-0.041	0.992	0.005	0.994	0.025	0.469	0.208	0.870
148.0	0.070	0.13721	-0.041	0.991	0.005	0.994	0.024	0.514	0.205	0.827
149.0	0.075	0.12065	-0.040	0.992	0.005	0.994	0.023	0.625	0.227	0.787
150.0	0.081	0.10661	-0.040	0.992	0.005	0.994	0.023	0.759	0.254	0.750
151.0	0.087	0.10861	-0.041	0.991	0.005	0.994	0.023	0.800	0.259	0.716
152.0	0.094	0.09630	-0.041	0.991	0.005	0.994	0.023	0.973	0.244	0.683
153.0	0.101	0.08828	-0.040	0.991	0.005	0.994	0.023	1.145	0.240	0.650
154.0	0.109	0.08251	-0.040	0.991	0.005	0.994	0.022	1.326	0.250	0.619
155.0	0.119	0.07273	-0.040	0.990	0.005	0.994	0.022	1.632	0.250	0.591
156.0	0.129	0.07157	-0.040	0.990	0.005	0.993	0.022	1.803	0.236	0.563
157.0	0.141	0.06262	-0.040	0.990	0.004	0.994	0.021	2.245	0.250	0.536
158.0	0.153	0.06139	-0.040	0.990	0.004	0.994	0.021	2.500	0.238	0.513
159.0	0.168	0.05143	-0.040	0.990	0.004	0.994	0.020	3.263	0.235	0.487
160.0	0.184	0.04723	-0.040	0.990	0.004	0.993	0.020	3.892	0.235	0.467
161.0	0.201	0.04246	-0.039	0.990	0.004	0.993	0.018	4.745	0.227	0.445
162.0	0.221	0.04125	-0.039	0.990	0.004	0.994	0.017	5.355	0.227	0.427
163.0	0.242	0.03610	-0.038	0.989	0.004	0.993	0.016	6.703	0.206	0.409
164.0	0.264	0.04153	-0.037	0.989	0.004	0.992	0.013	6.369	0.217	0.390
165.0	0.288	0.03677	-0.037	0.989	0.003	0.992	0.013	7.831	0.234	0.378
166.0	0.311	0.02789	-0.036	0.989	0.003	0.992	0.012	11.162	0.222	0.367
167.0	0.333	0.02318	-0.036	0.988	0.003	0.992	0.010	14.371	0.228	0.357
168.0	0.351	0.02062	-0.035	0.988	0.003	0.992	0.010	17.016	0.244	0.351
169.0	0.362	0.01584	-0.035	0.988	0.003	0.991	0.010	22.829	0.196	0.348
170.0	0.361	0.01409	-0.035	0.988	0.003	0.991	0.009	25.632	0.309	0.347
171.0	0.346	0.01074	-0.034	0.987	0.003	0.991	0.008	32.162	0.273	0.350
172.0	0.311	0.00888	-0.034	0.986	0.003	0.991	0.008	34.991	0.280	0.359
173.0	0.255	0.01064	-0.032	0.986	0.002	0.990	0.006	23.974	0.274	0.375
174.0	0.179	0.00753	-0.031	0.986	0.002	0.990	0.004	23.717	0.260	0.421
175.0	0.085	0.00498	-0.030	0.983	0.002	0.990	0.004	16.980	0.247	0.605
176.0	-0.022	0.00375	-0.031	0.979	0.002	0.990	0.005	-5.942	-0.025	-1.149
177.0	-0.137	0.00677	-0.091	0.950	0.003	0.994	0.999	-20.219	-0.008	-0.415
178.0	-0.255	0.00888	-0.091	0.520	0.005	1.000	0.999	-28.684	0.248	-0.108
179.0	-0.373	0.00755	-0.091	0.418	0.583	1.000	0.999	-49.387	0.248	0.005
180.0	-0.489	0.00794	-0.092	0.362	0.639	1.000	0.999	-61.549	0.248	0.062

Name = S4083 (8%)
Mach = 0; Re = 900000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-180.0	-0.489	0.00775	-0.092	0.361	0.632	1.000	0.999	-63.065	0.249	0.062
-179.0	-0.604	0.00737	-0.092	0.329	0.984	1.000	0.996	-81.941	0.248	0.098
-178.0	-0.719	0.00786	-0.092	0.305	0.986	1.000	0.996	-91.480	0.248	0.122
-177.0	-0.833	0.00837	-0.092	0.283	0.988	1.000	0.996	-99.571	0.248	0.139
-176.0	-0.947	0.00776	-0.093	0.249	0.990	1.000	0.996	-122.045	0.248	0.152
-175.0	-1.058	0.00836	-0.093	0.223	0.992	0.998	0.996	-126.576	0.248	0.162
-174.0	-1.155	0.00919	-0.093	0.187	0.993	0.997	0.996	-125.697	0.248	0.170
-173.0	-1.233	0.01321	-0.093	0.001	0.993	0.994	0.996	-93.341	0.247	0.175
-172.0	-1.285	0.01381	-0.093	0.001	0.994	0.992	0.996	-93.045	0.246	0.177
-171.0	-1.305	0.01553	-0.093	0.001	0.994	0.988	0.997	-84.073	0.295	0.178
-170.0	-1.291	0.02039	-0.093	0.001	0.994	0.955	0.998	-63.316	0.199	0.178
-169.0	-1.244	0.02271	-0.090	0.001	0.995	0.814	0.998	-54.762	0.190	0.177
-168.0	-1.170	0.02519	-0.086	0.001	0.995	0.622	0.998	-46.456	0.193	0.177
-167.0	-1.079	0.02830	-0.081	0.001	0.995	0.460	0.999	-38.113	0.169	0.175
-166.0	-0.978	0.03189	-0.070	0.001	0.996	0.223	0.998	-30.670	0.110	0.178
-165.0	-0.876	0.03296	-0.052	0.001	0.996	0.052	0.999	-26.573	0.132	0.190
-164.0	-0.778	0.03691	-0.047	0.001	0.996	0.028	0.999	-21.072	0.213	0.190
-163.0	-0.687	0.04231	-0.045	0.001	0.996	0.025	0.999	-16.239	0.227	0.184
-162.0	-0.605	0.04872	-0.043	0.001	0.997	0.018	0.999	-12.425	0.223	0.180
-161.0	-0.533	0.05706	-0.041	0.001	0.997	0.015	0.999	-9.341	0.248	0.172
-160.0	-0.470	0.06718	-0.042	0.001	0.998	0.017	0.999	-6.991	0.266	0.160
-159.0	-0.415	0.07417	-0.043	0.001	0.998	0.019	0.999	-5.590	0.265	0.146
-158.0	-0.367	0.08121	-0.044	0.001	0.998	0.020	0.998	-4.519	0.266	0.131
-157.0	-0.326	0.09275	-0.045	0.001	0.999	0.021	0.999	-3.513	0.257	0.113
-156.0	-0.290	0.10125	-0.044	0.002	0.998	0.021	0.998	-2.867	0.254	0.098
-155.0	-0.260	0.11041	-0.045	0.001	0.998	0.022	0.998	-2.350	0.266	0.077
-154.0	-0.233	0.12237	-0.045	0.001	0.998	0.022	0.998	-1.903	0.250	0.056
-153.0	-0.210	0.13107	-0.045	0.002	0.999	0.021	0.999	-1.600	0.250	0.036
-152.0	-0.189	0.14837	-0.045	0.002	0.999	0.022	0.999	-1.277	0.274	0.012
-151.0	-0.172	0.15692	-0.046	0.002	0.999	0.023	0.999	-1.095	0.257	-0.016
-150.0	-0.156	0.16984	-0.045	0.002	0.999	0.022	0.999	-0.921	0.249	-0.040
-149.0	-0.143	0.18845	-0.046	0.002	0.999	0.023	0.999	-0.757	0.269	-0.070
-148.0	-0.131	0.20146	-0.046	0.002	0.999	0.023	0.999	-0.649	0.288	-0.101
-147.0	-0.120	0.21716	-0.047	0.002	0.999	0.025	0.999	-0.553	0.298	-0.138
-146.0	-0.111	0.22991	-0.047	0.002	0.999	0.026	0.999	-0.481	0.294	-0.174
-145.0	-0.102	0.24600	-0.047	0.002	0.999	0.027	0.999	-0.415	0.306	-0.214
-144.0	-0.095	0.25292	-0.048	0.002	0.999	0.028	0.999	-0.374	0.286	-0.254
-143.0	-0.088	0.26641	-0.048	0.002	0.999	0.029	0.999	-0.330	0.288	-0.295
-142.0	-0.082	0.28634	-0.048	0.002	0.998	0.030	0.998	-0.286	0.301	-0.339
-141.0	-0.076	0.29711	-0.048	0.002	0.998	0.030	0.998	-0.257	0.295	-0.384
-140.0	-0.071	0.31971	-0.049	0.002	0.999	0.031	0.999	-0.224	0.265	-0.431
-139.0	-0.067	0.32511	-0.049	0.002	0.999	0.031	0.999	-0.206	0.252	-0.475
-138.0	-0.063	0.35757	-0.049	0.002	0.999	0.031	0.999	-0.176	0.292	-0.524
-137.0	-0.059	0.36250	-0.049	0.002	0.998	0.032	0.998	-0.164	0.295	-0.575
-136.0	-0.056	0.38534	-0.049	0.002	0.999	0.032	0.999	-0.145	-0.252	-0.627
-135.0	-0.048	0.52113	-0.043	0.002	0.524	0.032	0.525	-0.092	-0.310	-0.652
-134.0	-0.045	0.54121	-0.043	0.002	0.524	0.032	0.525	-0.084	0.228	-0.701
-133.0	-0.043	0.54897	-0.043	0.002	0.524	0.032	0.525	-0.078	0.265	-0.752
-132.0	-0.041	0.59461	-0.043	0.002	0.524	0.032	0.525	-0.069	0.264	-0.806
-131.0	-0.039	0.60705	-0.043	0.002	0.524	0.032	0.525	-0.064	0.240	-0.859
-130.0	-0.037	0.62159	-0.043	0.002	0.524	0.032	0.525	-0.060	0.211	-0.912
-129.0	-0.035	0.62283	-0.043	0.003	0.524	0.032	0.525	-0.057	0.234	-0.963
-128.0	-0.034	0.68098	-0.043	0.003	0.524	0.032	0.525	-0.050	0.291	-1.020
-127.0	-0.033	0.71128	-0.043	0.002	0.524	0.033	0.525	-0.046	0.259	-1.077
-126.0	-0.031	0.73518	-0.043	0.002	0.524	0.033	0.525	-0.042	0.222	-1.132
-125.0	-0.030	0.76074	-0.043	0.002	0.524	0.033	0.525	-0.039	0.215	-1.187
-124.0	-0.029	0.78823	-0.043	0.002	0.524	0.033	0.524	-0.037	0.211	-1.242
-123.0	-0.028	0.77706	-0.043	0.002	0.524	0.033	0.525	-0.036	0.251	-1.297
-122.0	-0.027	0.80270	-0.043	0.002	0.524	0.033	0.525	-0.033	0.294	-1.355
-121.0	-0.026	0.82217	-0.043	0.002	0.524	0.033	0.525	-0.032	0.295	-1.412
-120.0	-0.025	0.83400	-0.043	0.002	0.524	0.034	0.525	-0.030	0.293	-1.470
-119.0	-0.024	0.84989	-0.043	0.002	0.524	0.034	0.525	-0.029	0.291	-1.527
-118.0	-0.024	0.87596	-0.043	0.002	0.524	0.034	0.525	-0.027	0.508	-1.584
-117.0	-0.023	0.88836	-0.043	0.002	0.524	0.035	0.542	-0.026	0.697	-1.645
-116.0	-0.022	0.86059	-0.044	0.002	0.524	0.035	0.559	-0.026	0.655	-1.701
-115.0	-0.022	0.88084	-0.044	0.002	0.524	0.035	0.575	-0.025	0.595	-1.766
-114.0	-0.021	0.86074	-0.044	0.002	0.524	0.035	0.589	-0.025	0.544	-1.826
-113.0	-0.021	0.89077	-0.044	0.002	0.524	0.035	0.601	-0.023	0.494	-1.889
-112.0	-0.020	0.89052	-0.044	0.002	0.524	0.035	0.610	-0.023	0.369	-1.947
-111.0	-0.020	0.88047	-0.044	0.002	0.524	0.035	0.619	-0.022	0.431	-2.002
-110.0	-0.019	0.92457	-0.045	0.002	0.525	0.036	0.627	-0.021	0.388	-2.061
-109.0	-0.019	0.92025	-0.045	0.002	0.526	0.036	0.634	-0.020	0.249	-2.114
-108.0	-0.018	0.91849	-0.044	0.002	0.528	0.036	0.639	-0.020	0.234	-2.165
-107.0	-0.018	0.93623	-0.044	0.002	0.529	0.036	0.645	-0.019	0.233	-2.214
-106.0	-0.018	0.93829	-0.044	0.002	0.531	0.036	0.652	-0.019	0.231	-2.261
-105.0	-0.017	0.94247	-0.044	0.002	0.532	0.036	0.658	-0.018	0.229	-2.307
-104.0	-0.017	0.94860	-0.044	0.002	0.533	0.036	0.665	-0.018	0.064	-2.350
-103.0	-0.017	0.91780	-0.044	0.002	0.535	0.035	0.671	-0.018	0.039	-2.386
-102.0	-0.017	0.92645	-0.044	0.002	0.536	0.035	0.678	-0.018	0.182	-2.425
-101.0	-0.016	0.93785	-0.044	0.002	0.537	0.035	0.683	-0.017	0.155	-2.462
-100.0	-0.016	0.95158	-0.044	0.002	0.538	0.035	0.690	-0.017	-0.046	-2.497
-99.0	-0.016	0.92603	-0.044	0.001	0.539	0.035	0.697	-0.017	-0.074	-2.523
